Epoch,AttackerStrategy,DeviceID,HMM_State,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch,DetectionTime
12,STEALTH,user_0_laptop_1,Normal,0.0,1.0,0.9966,0.018,0.5596,False,Device is trust-compliant.,False,,1
13,STEALTH,user_0_phone,Normal,0.0,1.0,0.992,0.0186,0.561,False,Device is trust-compliant.,False,,1
13,STEALTH,user_0_laptop_1,Normal,0.0,1.0,0.998,0.018,0.5592,False,Device is trust-compliant.,False,,1
14,STEALTH,user_0_phone,Normal,0.0,1.0,0.9248,0.0237,0.58,False,Device is trust-compliant.,False,,1
14,STEALTH,user_0_laptop_1,Normal,0.0,1.0,0.9988,0.018,0.559,False,Device is trust-compliant.,False,,1
15,STEALTH,user_0_phone,Normal,0.0,1.0,0.9489,0.0183,0.5714,False,Device is trust-compliant.,False,,1
15,STEALTH,user_0_laptop_1,Normal,0.0,1.0,0.9993,0.018,0.5589,False,Device is trust-compliant.,False,,1
16,STEALTH,user_0_phone,Normal,0.0,1.0,0.9653,0.02,0.5682,False,Device is trust-compliant.,False,,1
16,STEALTH,user_0_laptop_1,Normal,0.0,1.0,0.9996,0.018,0.5588,False,Device is trust-compliant.,False,,1
17,STEALTH,user_0_phone,Normal,0.0,1.0,0.9764,0.0221,0.5666,False,Device is trust-compliant.,False,,1
17,STEALTH,user_0_laptop_1,Normal,0.0,1.0,0.9998,0.018,0.5588,False,Device is trust-compliant.,False,,1
18,STEALTH,user_0_phone,Normal,0.0,1.0,0.916,0.0195,0.5801,False,Device is trust-compliant.,False,,1
18,STEALTH,user_0_laptop_1,Normal,0.0,1.0,0.9845,0.018,0.5625,False,Device is trust-compliant.,False,,1
19,STEALTH,user_0_phone,Normal,0.0,1.0,0.9429,0.018,0.5728,False,Device is trust-compliant.,False,,1
19,STEALTH,user_0_laptop_1,Normal,0.0,1.0,0.9907,0.0232,0.5636,False,Device is trust-compliant.,False,,1
20,STEALTH,user_0_phone,Normal,0.0,1.0,0.9612,0.018,0.5683,False,Device is trust-compliant.,False,,1
